name,type,spoke_site,spoke_device,hub_site,hub_device,primary_wan,backup_wan,encryption,status,failover,description,comments
MX-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,MX-Agency2,MX-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from MX-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
GT-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,GT-Agency1,GT-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from GT-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
GT-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,GT-Agency2,GT-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from GT-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
BZ-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,BZ-Agency1,BZ-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from BZ-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
BZ-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,BZ-Agency2,BZ-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from BZ-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
HN-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,HN-Agency1,HN-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from HN-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
HN-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,HN-Agency2,HN-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from HN-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
SV-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,SV-Agency1,SV-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from SV-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
SV-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,SV-Agency2,SV-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from SV-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
NI-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,NI-Agency1,NI-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from NI-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
NI-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,NI-Agency2,NI-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from NI-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
CR-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,CR-Agency1,CR-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from CR-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
CR-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,CR-Agency2,CR-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from CR-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
PA-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,PA-Agency1,PA-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from PA-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
PA-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,PA-Agency2,PA-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from PA-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
CU-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,CU-Agency1,CU-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from CU-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
CU-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,CU-Agency2,CU-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from CU-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
JM-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,JM-Agency1,JM-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from JM-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
JM-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,JM-Agency2,JM-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from JM-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
HT-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,HT-Agency1,HT-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from HT-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
HT-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,HT-Agency2,HT-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from HT-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
DO-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,DO-Agency1,DO-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from DO-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
DO-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,DO-Agency2,DO-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from DO-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
PR-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,PR-Agency1,PR-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from PR-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
PR-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,PR-Agency2,PR-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from PR-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
BS-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,BS-Agency1,BS-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from BS-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
BS-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,BS-Agency2,BS-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from BS-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
TT-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,TT-Agency1,TT-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from TT-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
TT-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,TT-Agency2,TT-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from TT-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
BB-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,BB-Agency1,BB-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from BB-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
BB-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,BB-Agency2,BB-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from BB-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
LC-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,LC-Agency1,LC-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from LC-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
LC-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,LC-Agency2,LC-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from LC-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
GD-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,GD-Agency1,GD-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from GD-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
GD-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,GD-Agency2,GD-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from GD-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
VC-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,VC-Agency1,VC-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from VC-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
VC-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,VC-Agency2,VC-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from VC-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
AG-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,AG-Agency1,AG-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from AG-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
AG-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,AG-Agency2,AG-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from AG-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
DM-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,DM-Agency1,DM-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from DM-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
DM-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,DM-Agency2,DM-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from DM-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
KN-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,KN-Agency1,KN-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from KN-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
KN-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,KN-Agency2,KN-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from KN-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
AW-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,AW-Agency1,AW-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from AW-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
AW-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,AW-Agency2,AW-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from AW-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
CW-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,CW-Agency1,CW-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from CW-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
CW-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,CW-Agency2,CW-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from CW-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
KY-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,KY-Agency1,KY-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from KY-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
KY-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,KY-Agency2,KY-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from KY-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
VG-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,VG-Agency1,VG-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from VG-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
VG-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,VG-Agency2,VG-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from VG-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
VI-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,VI-Agency1,VI-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from VI-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
VI-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,VI-Agency2,VI-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from VI-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
BR-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,BR-Agency1,BR-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from BR-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
BR-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,BR-Agency2,BR-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from BR-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
AR-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,AR-Agency1,AR-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from AR-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
AR-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,AR-Agency2,AR-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from AR-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
CO-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,CO-Agency1,CO-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from CO-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
CO-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,CO-Agency2,CO-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from CO-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
PE-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,PE-Agency1,PE-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from PE-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
PE-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,PE-Agency2,PE-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from PE-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
VE-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,VE-Agency1,VE-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from VE-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
VE-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,VE-Agency2,VE-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from VE-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
CL-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,CL-Agency1,CL-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from CL-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
CL-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,CL-Agency2,CL-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from CL-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
EC-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,EC-Agency1,EC-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from EC-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
EC-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,EC-Agency2,EC-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from EC-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
BO-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,BO-Agency1,BO-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from BO-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
BO-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,BO-Agency2,BO-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from BO-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
PY-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,PY-Agency1,PY-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from PY-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
PY-Agency2-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,PY-Agency2,PY-Agency2-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from PY-Agency2 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
UY-Agency1-VPN-TO-AMER-DC-ONPREM,Meraki Auto VPN,UY-Agency1,UY-Agency1-MX-01,AMER-DC-ONPREM,AMER-DC-ONPREM-MERAKI-HUB-MX,ADSL,5G,AES-256,active,automatic,Meraki SD-WAN tunnel from UY-Agency1 to AMER-DC-ONPREM,Auto VPN with automatic failover between ADSL and 5G. Managed via Meraki Dashboard.
