device,name,type,enabled,mgmt_only,description
AMER-DC-ONPREM-DIST-SW02,mgmt0,1000base-t,True,True,Management interface
AMER-DC-ONPREM-DIST-SW02,Ethernet1/1,25gbase-x-sfp28,True,False,25G SFP28 Port 1/1
AMER-DC-ONPREM-DIST-SW02,Ethernet1/2,25gbase-x-sfp28,True,False,25G SFP28 Port 1/2
AMER-DC-ONPREM-DIST-SW02,Ethernet1/3,25gbase-x-sfp28,True,False,25G SFP28 Port 1/3
AMER-DC-ONPREM-DIST-SW02,Ethernet1/4,25gbase-x-sfp28,True,False,25G SFP28 Port 1/4
AMER-DC-ONPREM-DIST-SW02,Ethernet1/5,25gbase-x-sfp28,True,False,25G SFP28 Port 1/5
AMER-DC-ONPREM-DIST-SW02,Ethernet1/6,25gbase-x-sfp28,True,False,25G SFP28 Port 1/6
AMER-DC-ONPREM-DIST-SW02,Ethernet1/7,25gbase-x-sfp28,True,False,25G SFP28 Port 1/7
AMER-DC-ONPREM-DIST-SW02,Ethernet1/8,25gbase-x-sfp28,True,False,25G SFP28 Port 1/8
AMER-DC-ONPREM-DIST-SW02,Ethernet1/9,25gbase-x-sfp28,True,False,25G SFP28 Port 1/9
AMER-DC-ONPREM-DIST-SW02,Ethernet1/10,25gbase-x-sfp28,True,False,25G SFP28 Port 1/10
AMER-DC-ONPREM-DIST-SW02,Ethernet1/11,25gbase-x-sfp28,True,False,25G SFP28 Port 1/11
AMER-DC-ONPREM-DIST-SW02,Ethernet1/12,25gbase-x-sfp28,True,False,25G SFP28 Port 1/12
AMER-DC-ONPREM-DIST-SW02,Ethernet1/13,25gbase-x-sfp28,True,False,25G SFP28 Port 1/13
AMER-DC-ONPREM-DIST-SW02,Ethernet1/14,25gbase-x-sfp28,True,False,25G SFP28 Port 1/14
AMER-DC-ONPREM-DIST-SW02,Ethernet1/15,25gbase-x-sfp28,True,False,25G SFP28 Port 1/15
AMER-DC-ONPREM-DIST-SW02,Ethernet1/16,25gbase-x-sfp28,True,False,25G SFP28 Port 1/16
AMER-DC-ONPREM-DIST-SW02,Ethernet1/17,25gbase-x-sfp28,True,False,25G SFP28 Port 1/17
AMER-DC-ONPREM-DIST-SW02,Ethernet1/18,25gbase-x-sfp28,True,False,25G SFP28 Port 1/18
AMER-DC-ONPREM-DIST-SW02,Ethernet1/19,25gbase-x-sfp28,True,False,25G SFP28 Port 1/19
AMER-DC-ONPREM-DIST-SW02,Ethernet1/20,25gbase-x-sfp28,True,False,25G SFP28 Port 1/20
AMER-DC-ONPREM-DIST-SW02,Ethernet1/21,25gbase-x-sfp28,True,False,25G SFP28 Port 1/21
AMER-DC-ONPREM-DIST-SW02,Ethernet1/22,25gbase-x-sfp28,True,False,25G SFP28 Port 1/22
AMER-DC-ONPREM-DIST-SW02,Ethernet1/23,25gbase-x-sfp28,True,False,25G SFP28 Port 1/23
AMER-DC-ONPREM-DIST-SW02,Ethernet1/24,25gbase-x-sfp28,True,False,25G SFP28 Port 1/24
AMER-DC-ONPREM-DIST-SW02,Ethernet1/25,25gbase-x-sfp28,True,False,25G SFP28 Port 1/25
AMER-DC-ONPREM-DIST-SW02,Ethernet1/26,25gbase-x-sfp28,True,False,25G SFP28 Port 1/26
AMER-DC-ONPREM-DIST-SW02,Ethernet1/27,25gbase-x-sfp28,True,False,25G SFP28 Port 1/27
AMER-DC-ONPREM-DIST-SW02,Ethernet1/28,25gbase-x-sfp28,True,False,25G SFP28 Port 1/28
AMER-DC-ONPREM-DIST-SW02,Ethernet1/29,25gbase-x-sfp28,True,False,25G SFP28 Port 1/29
AMER-DC-ONPREM-DIST-SW02,Ethernet1/30,25gbase-x-sfp28,True,False,25G SFP28 Port 1/30
AMER-DC-ONPREM-DIST-SW02,Ethernet1/31,25gbase-x-sfp28,True,False,25G SFP28 Port 1/31
AMER-DC-ONPREM-DIST-SW02,Ethernet1/32,25gbase-x-sfp28,True,False,25G SFP28 Port 1/32
AMER-DC-ONPREM-DIST-SW02,Ethernet1/33,25gbase-x-sfp28,True,False,25G SFP28 Port 1/33
AMER-DC-ONPREM-DIST-SW02,Ethernet1/34,25gbase-x-sfp28,True,False,25G SFP28 Port 1/34
AMER-DC-ONPREM-DIST-SW02,Ethernet1/35,25gbase-x-sfp28,True,False,25G SFP28 Port 1/35
AMER-DC-ONPREM-DIST-SW02,Ethernet1/36,25gbase-x-sfp28,True,False,25G SFP28 Port 1/36
AMER-DC-ONPREM-DIST-SW02,Ethernet1/37,25gbase-x-sfp28,True,False,25G SFP28 Port 1/37
AMER-DC-ONPREM-DIST-SW02,Ethernet1/38,25gbase-x-sfp28,True,False,25G SFP28 Port 1/38
AMER-DC-ONPREM-DIST-SW02,Ethernet1/39,25gbase-x-sfp28,True,False,25G SFP28 Port 1/39
AMER-DC-ONPREM-DIST-SW02,Ethernet1/40,25gbase-x-sfp28,True,False,25G SFP28 Port 1/40
AMER-DC-ONPREM-DIST-SW02,Ethernet1/41,25gbase-x-sfp28,True,False,25G SFP28 Port 1/41
AMER-DC-ONPREM-DIST-SW02,Ethernet1/42,25gbase-x-sfp28,True,False,25G SFP28 Port 1/42
AMER-DC-ONPREM-DIST-SW02,Ethernet1/43,25gbase-x-sfp28,True,False,25G SFP28 Port 1/43
AMER-DC-ONPREM-DIST-SW02,Ethernet1/44,25gbase-x-sfp28,True,False,25G SFP28 Port 1/44
AMER-DC-ONPREM-DIST-SW02,Ethernet1/45,25gbase-x-sfp28,True,False,25G SFP28 Port 1/45
AMER-DC-ONPREM-DIST-SW02,Ethernet1/46,25gbase-x-sfp28,True,False,25G SFP28 Port 1/46
AMER-DC-ONPREM-DIST-SW02,Ethernet1/47,25gbase-x-sfp28,True,False,25G SFP28 Port 1/47
AMER-DC-ONPREM-DIST-SW02,Ethernet1/48,25gbase-x-sfp28,True,False,25G SFP28 Port 1/48
AMER-DC-ONPREM-DIST-SW02,Ethernet1/49,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/49
AMER-DC-ONPREM-DIST-SW02,Ethernet1/50,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/50
AMER-DC-ONPREM-DIST-SW02,Ethernet1/51,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/51
AMER-DC-ONPREM-DIST-SW02,Ethernet1/52,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/52
AMER-DC-ONPREM-DIST-SW02,Ethernet1/53,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/53
AMER-DC-ONPREM-DIST-SW02,Ethernet1/54,100gbase-x-qsfp28,True,False,100G QSFP28 Port 1/54
AMER-DC-ONPREM-DIST-SW02,Loopback0,virtual,True,False,Loopback interface for routing protocols
AMER-DC-ONPREM-FW-EXT-01,management,1000base-t,True,True,Management interface
AMER-DC-ONPREM-FW-EXT-01,ha1,1000base-t,True,False,HA1 Control Link
AMER-DC-ONPREM-FW-EXT-01,ha2,10gbase-x-sfpp,True,False,HA2 Data Link
AMER-DC-ONPREM-FW-EXT-01,ethernet1/1,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/1
AMER-DC-ONPREM-FW-EXT-01,ethernet1/2,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/2
AMER-DC-ONPREM-FW-EXT-01,ethernet1/3,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/3
AMER-DC-ONPREM-FW-EXT-01,ethernet1/4,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/4
AMER-DC-ONPREM-FW-EXT-01,ethernet1/5,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/5
AMER-DC-ONPREM-FW-EXT-01,ethernet1/6,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/6
AMER-DC-ONPREM-FW-EXT-01,ethernet1/7,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/7
AMER-DC-ONPREM-FW-EXT-01,ethernet1/8,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/8
AMER-DC-ONPREM-FW-EXT-01,ethernet1/9,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/9
AMER-DC-ONPREM-FW-EXT-01,ethernet1/10,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/10
AMER-DC-ONPREM-FW-EXT-01,ethernet1/11,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/11
AMER-DC-ONPREM-FW-EXT-01,ethernet1/12,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/12
AMER-DC-ONPREM-FW-EXT-01,ethernet1/13,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/13
AMER-DC-ONPREM-FW-EXT-01,ethernet1/14,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/14
AMER-DC-ONPREM-FW-EXT-01,ethernet1/15,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/15
AMER-DC-ONPREM-FW-EXT-01,ethernet1/16,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/16
AMER-DC-ONPREM-FW-EXT-01,ethernet1/17,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/17
AMER-DC-ONPREM-FW-EXT-01,ethernet1/18,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/18
AMER-DC-ONPREM-FW-EXT-01,ethernet1/19,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/19
AMER-DC-ONPREM-FW-EXT-01,ethernet1/20,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/20
AMER-DC-ONPREM-FW-EXT-01,ethernet1/21,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/21
AMER-DC-ONPREM-FW-EXT-01,ethernet1/22,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/22
AMER-DC-ONPREM-FW-EXT-01,ethernet1/23,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/23
AMER-DC-ONPREM-FW-EXT-01,ethernet1/24,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/24
AMER-DC-ONPREM-FW-EXT-01,ethernet1/25,100gbase-x-qsfp28,True,False,100G QSFP28 Data Port 1/25
AMER-DC-ONPREM-FW-EXT-01,ethernet1/26,100gbase-x-qsfp28,True,False,100G QSFP28 Data Port 1/26
AMER-DC-ONPREM-FW-EXT-01,ethernet1/27,100gbase-x-qsfp28,True,False,100G QSFP28 Data Port 1/27
AMER-DC-ONPREM-FW-EXT-01,ethernet1/28,100gbase-x-qsfp28,True,False,100G QSFP28 Data Port 1/28
AMER-DC-ONPREM-FW-EXT-01,ethernet1/29,100gbase-x-qsfp28,True,False,100G QSFP28 Data Port 1/29
AMER-DC-ONPREM-FW-EXT-01,ethernet1/30,100gbase-x-qsfp28,True,False,100G QSFP28 Data Port 1/30
AMER-DC-ONPREM-FW-EXT-01,ethernet1/31,100gbase-x-qsfp28,True,False,100G QSFP28 Data Port 1/31
AMER-DC-ONPREM-FW-EXT-01,ethernet1/32,100gbase-x-qsfp28,True,False,100G QSFP28 Data Port 1/32
AMER-DC-ONPREM-FW-EXT-01,loopback.1,virtual,True,False,Loopback interface for routing protocols
AMER-DC-ONPREM-FW-EXT-02,management,1000base-t,True,True,Management interface
AMER-DC-ONPREM-FW-EXT-02,ha1,1000base-t,True,False,HA1 Control Link
AMER-DC-ONPREM-FW-EXT-02,ha2,10gbase-x-sfpp,True,False,HA2 Data Link
AMER-DC-ONPREM-FW-EXT-02,ethernet1/1,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/1
AMER-DC-ONPREM-FW-EXT-02,ethernet1/2,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/2
AMER-DC-ONPREM-FW-EXT-02,ethernet1/3,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/3
AMER-DC-ONPREM-FW-EXT-02,ethernet1/4,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/4
AMER-DC-ONPREM-FW-EXT-02,ethernet1/5,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/5
AMER-DC-ONPREM-FW-EXT-02,ethernet1/6,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/6
AMER-DC-ONPREM-FW-EXT-02,ethernet1/7,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/7
AMER-DC-ONPREM-FW-EXT-02,ethernet1/8,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/8
AMER-DC-ONPREM-FW-EXT-02,ethernet1/9,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/9
AMER-DC-ONPREM-FW-EXT-02,ethernet1/10,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/10
AMER-DC-ONPREM-FW-EXT-02,ethernet1/11,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/11
AMER-DC-ONPREM-FW-EXT-02,ethernet1/12,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/12
AMER-DC-ONPREM-FW-EXT-02,ethernet1/13,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/13
AMER-DC-ONPREM-FW-EXT-02,ethernet1/14,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/14
AMER-DC-ONPREM-FW-EXT-02,ethernet1/15,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/15
AMER-DC-ONPREM-FW-EXT-02,ethernet1/16,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/16
AMER-DC-ONPREM-FW-EXT-02,ethernet1/17,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/17
AMER-DC-ONPREM-FW-EXT-02,ethernet1/18,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/18
AMER-DC-ONPREM-FW-EXT-02,ethernet1/19,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/19
AMER-DC-ONPREM-FW-EXT-02,ethernet1/20,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/20
AMER-DC-ONPREM-FW-EXT-02,ethernet1/21,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/21
AMER-DC-ONPREM-FW-EXT-02,ethernet1/22,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/22
AMER-DC-ONPREM-FW-EXT-02,ethernet1/23,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/23
AMER-DC-ONPREM-FW-EXT-02,ethernet1/24,25gbase-x-sfp28,True,False,25G SFP28 Data Port 1/24
AMER-DC-ONPREM-FW-EXT-02,ethernet1/25,100gbase-x-qsfp28,True,False,100G QSFP28 Data Port 1/25
AMER-DC-ONPREM-FW-EXT-02,ethernet1/26,100gbase-x-qsfp28,True,False,100G QSFP28 Data Port 1/26
AMER-DC-ONPREM-FW-EXT-02,ethernet1/27,100gbase-x-qsfp28,True,False,100G QSFP28 Data Port 1/27
AMER-DC-ONPREM-FW-EXT-02,ethernet1/28,100gbase-x-qsfp28,True,False,100G QSFP28 Data Port 1/28
AMER-DC-ONPREM-FW-EXT-02,ethernet1/29,100gbase-x-qsfp28,True,False,100G QSFP28 Data Port 1/29
AMER-DC-ONPREM-FW-EXT-02,ethernet1/30,100gbase-x-qsfp28,True,False,100G QSFP28 Data Port 1/30
AMER-DC-ONPREM-FW-EXT-02,ethernet1/31,100gbase-x-qsfp28,True,False,100G QSFP28 Data Port 1/31
AMER-DC-ONPREM-FW-EXT-02,ethernet1/32,100gbase-x-qsfp28,True,False,100G QSFP28 Data Port 1/32
AMER-DC-ONPREM-FW-EXT-02,loopback.1,virtual,True,False,Loopback interface for routing protocols
AMER-DC-ONPREM-FW-INT-01,management,1000base-t,True,True,Management interface
AMER-DC-ONPREM-FW-INT-01,ha1,1000base-t,True,False,HA1 Control Link
AMER-DC-ONPREM-FW-INT-01,ha2,1000base-t,True,False,HA2 Data Link
AMER-DC-ONPREM-FW-INT-01,ethernet1/1,1000base-t,True,False,1G RJ45 Data Port 1/1
AMER-DC-ONPREM-FW-INT-01,ethernet1/2,1000base-t,True,False,1G RJ45 Data Port 1/2
AMER-DC-ONPREM-FW-INT-01,ethernet1/3,1000base-t,True,False,1G RJ45 Data Port 1/3
AMER-DC-ONPREM-FW-INT-01,ethernet1/4,1000base-t,True,False,1G RJ45 Data Port 1/4
AMER-DC-ONPREM-FW-INT-01,ethernet1/5,1000base-t,True,False,1G RJ45 Data Port 1/5
AMER-DC-ONPREM-FW-INT-01,ethernet1/6,1000base-t,True,False,1G RJ45 Data Port 1/6
AMER-DC-ONPREM-FW-INT-01,ethernet1/7,1000base-t,True,False,1G RJ45 Data Port 1/7
AMER-DC-ONPREM-FW-INT-01,ethernet1/8,1000base-t,True,False,1G RJ45 Data Port 1/8
AMER-DC-ONPREM-FW-INT-01,ethernet1/9,1000base-t,True,False,1G RJ45 Data Port 1/9
AMER-DC-ONPREM-FW-INT-01,ethernet1/10,1000base-t,True,False,1G RJ45 Data Port 1/10
AMER-DC-ONPREM-FW-INT-01,ethernet1/11,1000base-t,True,False,1G RJ45 Data Port 1/11
AMER-DC-ONPREM-FW-INT-01,ethernet1/12,1000base-t,True,False,1G RJ45 Data Port 1/12
AMER-DC-ONPREM-FW-INT-01,ethernet1/13,10gbase-x-sfpp,True,False,10G SFP+ Data Port 1/13
AMER-DC-ONPREM-FW-INT-01,ethernet1/14,10gbase-x-sfpp,True,False,10G SFP+ Data Port 1/14
AMER-DC-ONPREM-FW-INT-01,ethernet1/15,10gbase-x-sfpp,True,False,10G SFP+ Data Port 1/15
AMER-DC-ONPREM-FW-INT-01,ethernet1/16,10gbase-x-sfpp,True,False,10G SFP+ Data Port 1/16
AMER-DC-ONPREM-FW-INT-01,loopback.1,virtual,True,False,Loopback interface for routing protocols
AMER-DC-ONPREM-FW-INT-02,management,1000base-t,True,True,Management interface
AMER-DC-ONPREM-FW-INT-02,ha1,1000base-t,True,False,HA1 Control Link
AMER-DC-ONPREM-FW-INT-02,ha2,1000base-t,True,False,HA2 Data Link
AMER-DC-ONPREM-FW-INT-02,ethernet1/1,1000base-t,True,False,1G RJ45 Data Port 1/1
AMER-DC-ONPREM-FW-INT-02,ethernet1/2,1000base-t,True,False,1G RJ45 Data Port 1/2
AMER-DC-ONPREM-FW-INT-02,ethernet1/3,1000base-t,True,False,1G RJ45 Data Port 1/3
AMER-DC-ONPREM-FW-INT-02,ethernet1/4,1000base-t,True,False,1G RJ45 Data Port 1/4
AMER-DC-ONPREM-FW-INT-02,ethernet1/5,1000base-t,True,False,1G RJ45 Data Port 1/5
AMER-DC-ONPREM-FW-INT-02,ethernet1/6,1000base-t,True,False,1G RJ45 Data Port 1/6
AMER-DC-ONPREM-FW-INT-02,ethernet1/7,1000base-t,True,False,1G RJ45 Data Port 1/7
AMER-DC-ONPREM-FW-INT-02,ethernet1/8,1000base-t,True,False,1G RJ45 Data Port 1/8
AMER-DC-ONPREM-FW-INT-02,ethernet1/9,1000base-t,True,False,1G RJ45 Data Port 1/9
AMER-DC-ONPREM-FW-INT-02,ethernet1/10,1000base-t,True,False,1G RJ45 Data Port 1/10
AMER-DC-ONPREM-FW-INT-02,ethernet1/11,1000base-t,True,False,1G RJ45 Data Port 1/11
AMER-DC-ONPREM-FW-INT-02,ethernet1/12,1000base-t,True,False,1G RJ45 Data Port 1/12
AMER-DC-ONPREM-FW-INT-02,ethernet1/13,10gbase-x-sfpp,True,False,10G SFP+ Data Port 1/13
AMER-DC-ONPREM-FW-INT-02,ethernet1/14,10gbase-x-sfpp,True,False,10G SFP+ Data Port 1/14
AMER-DC-ONPREM-FW-INT-02,ethernet1/15,10gbase-x-sfpp,True,False,10G SFP+ Data Port 1/15
AMER-DC-ONPREM-FW-INT-02,ethernet1/16,10gbase-x-sfpp,True,False,10G SFP+ Data Port 1/16
AMER-DC-ONPREM-FW-INT-02,loopback.1,virtual,True,False,Loopback interface for routing protocols
AMER-DC-ONPREM-RTR-EDGE-01,MgmtEth0/RSP0/CPU0/0,1000base-t,True,True,Management interface
AMER-DC-ONPREM-RTR-EDGE-01,TenGigE0/0/0/0,10gbase-x-sfpp,True,False,10G SFP+ Port 0/0/0/0
AMER-DC-ONPREM-RTR-EDGE-01,TenGigE0/0/0/1,10gbase-x-sfpp,True,False,10G SFP+ Port 0/0/0/1
AMER-DC-ONPREM-RTR-EDGE-01,TenGigE0/0/0/2,10gbase-x-sfpp,True,False,10G SFP+ Port 0/0/0/2
AMER-DC-ONPREM-RTR-EDGE-01,TenGigE0/0/0/3,10gbase-x-sfpp,True,False,10G SFP+ Port 0/0/0/3
AMER-DC-ONPREM-RTR-EDGE-01,TenGigE0/0/0/4,10gbase-x-sfpp,True,False,10G SFP+ Port 0/0/0/4
AMER-DC-ONPREM-RTR-EDGE-01,TenGigE0/0/0/5,10gbase-x-sfpp,True,False,10G SFP+ Port 0/0/0/5
AMER-DC-ONPREM-RTR-EDGE-01,TenGigE0/0/0/6,10gbase-x-sfpp,True,False,10G SFP+ Port 0/0/0/6
AMER-DC-ONPREM-RTR-EDGE-01,TenGigE0/0/0/7,10gbase-x-sfpp,True,False,10G SFP+ Port 0/0/0/7
AMER-DC-ONPREM-RTR-EDGE-01,HundredGigE0/0/1/0,100gbase-x-qsfp28,True,False,100G QSFP28 Port 0/0/1/0
AMER-DC-ONPREM-RTR-EDGE-01,HundredGigE0/0/1/1,100gbase-x-qsfp28,True,False,100G QSFP28 Port 0/0/1/1
AMER-DC-ONPREM-RTR-EDGE-01,Loopback0,virtual,True,False,Loopback interface for routing protocols
AMER-DC-ONPREM-RTR-EDGE-02,MgmtEth0/RSP0/CPU0/0,1000base-t,True,True,Management interface
AMER-DC-ONPREM-RTR-EDGE-02,TenGigE0/0/0/0,10gbase-x-sfpp,True,False,10G SFP+ Port 0/0/0/0
AMER-DC-ONPREM-RTR-EDGE-02,TenGigE0/0/0/1,10gbase-x-sfpp,True,False,10G SFP+ Port 0/0/0/1
AMER-DC-ONPREM-RTR-EDGE-02,TenGigE0/0/0/2,10gbase-x-sfpp,True,False,10G SFP+ Port 0/0/0/2
AMER-DC-ONPREM-RTR-EDGE-02,TenGigE0/0/0/3,10gbase-x-sfpp,True,False,10G SFP+ Port 0/0/0/3
AMER-DC-ONPREM-RTR-EDGE-02,TenGigE0/0/0/4,10gbase-x-sfpp,True,False,10G SFP+ Port 0/0/0/4
AMER-DC-ONPREM-RTR-EDGE-02,TenGigE0/0/0/5,10gbase-x-sfpp,True,False,10G SFP+ Port 0/0/0/5
AMER-DC-ONPREM-RTR-EDGE-02,TenGigE0/0/0/6,10gbase-x-sfpp,True,False,10G SFP+ Port 0/0/0/6
AMER-DC-ONPREM-RTR-EDGE-02,TenGigE0/0/0/7,10gbase-x-sfpp,True,False,10G SFP+ Port 0/0/0/7
AMER-DC-ONPREM-RTR-EDGE-02,HundredGigE0/0/1/0,100gbase-x-qsfp28,True,False,100G QSFP28 Port 0/0/1/0
AMER-DC-ONPREM-RTR-EDGE-02,HundredGigE0/0/1/1,100gbase-x-qsfp28,True,False,100G QSFP28 Port 0/0/1/1
AMER-DC-ONPREM-RTR-EDGE-02,Loopback0,virtual,True,False,Loopback interface for routing protocols
AMER-DC-ONPREM-LB-01,mgmt,1000base-t,True,True,Management interface
AMER-DC-ONPREM-LB-01,1.1,10gbase-x-sfpp,True,False,10G SFP+ Port 1.1
AMER-DC-ONPREM-LB-01,1.2,10gbase-x-sfpp,True,False,10G SFP+ Port 1.2
AMER-DC-ONPREM-LB-01,1.3,10gbase-x-sfpp,True,False,10G SFP+ Port 1.3
AMER-DC-ONPREM-LB-01,1.4,10gbase-x-sfpp,True,False,10G SFP+ Port 1.4
AMER-DC-ONPREM-LB-01,1.5,10gbase-x-sfpp,True,False,10G SFP+ Port 1.5
AMER-DC-ONPREM-LB-01,1.6,10gbase-x-sfpp,True,False,10G SFP+ Port 1.6
AMER-DC-ONPREM-LB-01,1.7,10gbase-x-sfpp,True,False,10G SFP+ Port 1.7
AMER-DC-ONPREM-LB-01,1.8,10gbase-x-sfpp,True,False,10G SFP+ Port 1.8
AMER-DC-ONPREM-LB-01,1.9,10gbase-x-sfpp,True,False,10G SFP+ Port 1.9
AMER-DC-ONPREM-LB-01,1.10,10gbase-x-sfpp,True,False,10G SFP+ Port 1.10
AMER-DC-ONPREM-LB-01,1.11,10gbase-x-sfpp,True,False,10G SFP+ Port 1.11
AMER-DC-ONPREM-LB-01,1.12,10gbase-x-sfpp,True,False,10G SFP+ Port 1.12
AMER-DC-ONPREM-LB-01,1.13,10gbase-x-sfpp,True,False,10G SFP+ Port 1.13
AMER-DC-ONPREM-LB-01,1.14,10gbase-x-sfpp,True,False,10G SFP+ Port 1.14
AMER-DC-ONPREM-LB-01,1.15,10gbase-x-sfpp,True,False,10G SFP+ Port 1.15
AMER-DC-ONPREM-LB-01,1.16,10gbase-x-sfpp,True,False,10G SFP+ Port 1.16
AMER-DC-ONPREM-LB-01,2.1,40gbase-x-qsfpp,True,False,40G QSFP+ Port 2.1
AMER-DC-ONPREM-LB-01,2.2,40gbase-x-qsfpp,True,False,40G QSFP+ Port 2.2
AMER-DC-ONPREM-LB-01,2.3,40gbase-x-qsfpp,True,False,40G QSFP+ Port 2.3
AMER-DC-ONPREM-LB-01,2.4,40gbase-x-qsfpp,True,False,40G QSFP+ Port 2.4
AMER-DC-ONPREM-LB-01,2.5,40gbase-x-qsfpp,True,False,40G QSFP+ Port 2.5
AMER-DC-ONPREM-LB-01,2.6,40gbase-x-qsfpp,True,False,40G QSFP+ Port 2.6
AMER-DC-ONPREM-LB-01,2.7,40gbase-x-qsfpp,True,False,40G QSFP+ Port 2.7
AMER-DC-ONPREM-LB-01,2.8,40gbase-x-qsfpp,True,False,40G QSFP+ Port 2.8
AMER-DC-ONPREM-SPINE-A01,Management1,1000base-t,True,True,Management interface
AMER-DC-ONPREM-SPINE-A01,Ethernet1,10gbase-x-sfpp,True,False,10G SFP+ Port 1
AMER-DC-ONPREM-SPINE-A01,Ethernet2,10gbase-x-sfpp,True,False,10G SFP+ Port 2
AMER-DC-ONPREM-SPINE-A01,Ethernet3,10gbase-x-sfpp,True,False,10G SFP+ Port 3
AMER-DC-ONPREM-SPINE-A01,Ethernet4,10gbase-x-sfpp,True,False,10G SFP+ Port 4
AMER-DC-ONPREM-SPINE-A01,Ethernet5,10gbase-x-sfpp,True,False,10G SFP+ Port 5
AMER-DC-ONPREM-SPINE-A01,Ethernet6,10gbase-x-sfpp,True,False,10G SFP+ Port 6
AMER-DC-ONPREM-SPINE-A01,Ethernet7,10gbase-x-sfpp,True,False,10G SFP+ Port 7
AMER-DC-ONPREM-SPINE-A01,Ethernet8,10gbase-x-sfpp,True,False,10G SFP+ Port 8
AMER-DC-ONPREM-SPINE-A01,Ethernet9,10gbase-x-sfpp,True,False,10G SFP+ Port 9
AMER-DC-ONPREM-SPINE-A01,Ethernet10,10gbase-x-sfpp,True,False,10G SFP+ Port 10
AMER-DC-ONPREM-SPINE-A01,Ethernet11,10gbase-x-sfpp,True,False,10G SFP+ Port 11
AMER-DC-ONPREM-SPINE-A01,Ethernet12,10gbase-x-sfpp,True,False,10G SFP+ Port 12
AMER-DC-ONPREM-SPINE-A01,Ethernet13,10gbase-x-sfpp,True,False,10G SFP+ Port 13
AMER-DC-ONPREM-SPINE-A01,Ethernet14,10gbase-x-sfpp,True,False,10G SFP+ Port 14
AMER-DC-ONPREM-SPINE-A01,Ethernet15,10gbase-x-sfpp,True,False,10G SFP+ Port 15
AMER-DC-ONPREM-SPINE-A01,Ethernet16,10gbase-x-sfpp,True,False,10G SFP+ Port 16
AMER-DC-ONPREM-SPINE-A01,Ethernet17,10gbase-x-sfpp,True,False,10G SFP+ Port 17
AMER-DC-ONPREM-SPINE-A01,Ethernet18,10gbase-x-sfpp,True,False,10G SFP+ Port 18
AMER-DC-ONPREM-SPINE-A01,Ethernet19,10gbase-x-sfpp,True,False,10G SFP+ Port 19
AMER-DC-ONPREM-SPINE-A01,Ethernet20,10gbase-x-sfpp,True,False,10G SFP+ Port 20
