label,type,status,side_a_device,side_a_type,side_a_name,side_b_device,side_b_type,side_b_name,length,length_unit,color,description
AMER-DC-ONPREM-CABLE-02843,smf,connected,AMER-DC-ONPREM-LEAF-A01,dcim.interface,Ethernet55,AMER-DC-ONPREM-SRV-A-R03-FPP01,dcim.frontport,Front-7,2,m,blue,Equipment cable: AMER-DC-ONPREM-LEAF-A01 uplink to front port
AMER-DC-ONPREM-CABLE-02844,smf,connected,AMER-DC-ONPREM-LEAF-A01,dcim.interface,Ethernet56,AMER-DC-ONPREM-SRV-A-R03-FPP01,dcim.frontport,Front-8,2,m,blue,Equipment cable: AMER-DC-ONPREM-LEAF-A01 uplink to front port
AMER-DC-ONPREM-CABLE-02845,smf,connected,AMER-DC-ONPREM-LEAF-A01,dcim.interface,Ethernet57,AMER-DC-ONPREM-SRV-A-R03-FPP01,dcim.frontport,Front-9,2,m,blue,Equipment cable: AMER-DC-ONPREM-LEAF-A01 uplink to front port
AMER-DC-ONPREM-CABLE-02846,smf,connected,AMER-DC-ONPREM-LEAF-A01,dcim.interface,Ethernet58,AMER-DC-ONPREM-SRV-A-R03-FPP01,dcim.frontport,Front-10,2,m,blue,Equipment cable: AMER-DC-ONPREM-LEAF-A01 uplink to front port
AMER-DC-ONPREM-CABLE-02847,smf,connected,AMER-DC-ONPREM-LEAF-A01,dcim.interface,Ethernet59,AMER-DC-ONPREM-SRV-A-R03-FPP01,dcim.frontport,Front-11,2,m,blue,Equipment cable: AMER-DC-ONPREM-LEAF-A01 uplink to front port
AMER-DC-ONPREM-CABLE-02848,smf,connected,AMER-DC-ONPREM-LEAF-A01,dcim.interface,Ethernet60,AMER-DC-ONPREM-SRV-A-R03-FPP01,dcim.frontport,Front-12,2,m,blue,Equipment cable: AMER-DC-ONPREM-LEAF-A01 uplink to front port
AMER-DC-ONPREM-CABLE-02849,smf,connected,AMER-DC-ONPREM-LEAF-A02,dcim.interface,Ethernet49,AMER-DC-ONPREM-SRV-A-R04-FPP01,dcim.frontport,Front-1,2,m,blue,Equipment cable: AMER-DC-ONPREM-LEAF-A02 uplink to front port
AMER-DC-ONPREM-CABLE-02850,smf,connected,AMER-DC-ONPREM-LEAF-A02,dcim.interface,Ethernet50,AMER-DC-ONPREM-SRV-A-R04-FPP01,dcim.frontport,Front-2,2,m,blue,Equipment cable: AMER-DC-ONPREM-LEAF-A02 uplink to front port
AMER-DC-ONPREM-CABLE-02851,smf,connected,AMER-DC-ONPREM-LEAF-A02,dcim.interface,Ethernet51,AMER-DC-ONPREM-SRV-A-R04-FPP01,dcim.frontport,Front-3,2,m,blue,Equipment cable: AMER-DC-ONPREM-LEAF-A02 uplink to front port
AMER-DC-ONPREM-CABLE-02852,smf,connected,AMER-DC-ONPREM-LEAF-A02,dcim.interface,Ethernet52,AMER-DC-ONPREM-SRV-A-R04-FPP01,dcim.frontport,Front-4,2,m,blue,Equipment cable: AMER-DC-ONPREM-LEAF-A02 uplink to front port
AMER-DC-ONPREM-CABLE-02853,smf,connected,AMER-DC-ONPREM-LEAF-A02,dcim.interface,Ethernet53,AMER-DC-ONPREM-SRV-A-R04-FPP01,dcim.frontport,Front-5,2,m,blue,Equipment cable: AMER-DC-ONPREM-LEAF-A02 uplink to front port
AMER-DC-ONPREM-CABLE-02854,smf,connected,AMER-DC-ONPREM-LEAF-A02,dcim.interface,Ethernet54,AMER-DC-ONPREM-SRV-A-R04-FPP01,dcim.frontport,Front-6,2,m,blue,Equipment cable: AMER-DC-ONPREM-LEAF-A02 uplink to front port
AMER-DC-ONPREM-CABLE-02855,smf,connected,AMER-DC-ONPREM-LEAF-A02,dcim.interface,Ethernet55,AMER-DC-ONPREM-SRV-A-R04-FPP01,dcim.frontport,Front-7,2,m,blue,Equipment cable: AMER-DC-ONPREM-LEAF-A02 uplink to front port
AMER-DC-ONPREM-CABLE-02856,smf,connected,AMER-DC-ONPREM-LEAF-A02,dcim.interface,Ethernet56,AMER-DC-ONPREM-SRV-A-R04-FPP01,dcim.frontport,Front-8,2,m,blue,Equipment cable: AMER-DC-ONPREM-LEAF-A02 uplink to front port
AMER-DC-ONPREM-CABLE-02857,smf,connected,AMER-DC-ONPREM-LEAF-A02,dcim.interface,Ethernet57,AMER-DC-ONPREM-SRV-A-R04-FPP01,dcim.frontport,Front-9,2,m,blue,Equipment cable: AMER-DC-ONPREM-LEAF-A02 uplink to front port
AMER-DC-ONPREM-CABLE-02858,smf,connected,AMER-DC-ONPREM-LEAF-A02,dcim.interface,Ethernet58,AMER-DC-ONPREM-SRV-A-R04-FPP01,dcim.frontport,Front-10,2,m,blue,Equipment cable: AMER-DC-ONPREM-LEAF-A02 uplink to front port
AMER-DC-ONPREM-CABLE-02859,smf,connected,AMER-DC-ONPREM-LEAF-A02,dcim.interface,Ethernet59,AMER-DC-ONPREM-SRV-A-R04-FPP01,dcim.frontport,Front-11,2,m,blue,Equipment cable: AMER-DC-ONPREM-LEAF-A02 uplink to front port
AMER-DC-ONPREM-CABLE-02860,smf,connected,AMER-DC-ONPREM-LEAF-A02,dcim.interface,Ethernet60,AMER-DC-ONPREM-SRV-A-R04-FPP01,dcim.frontport,Front-12,2,m,blue,Equipment cable: AMER-DC-ONPREM-LEAF-A02 uplink to front port
AMER-DC-ONPREM-CABLE-02861,dac-active,connected,AMER-DC-ONPREM-SRV-A-R03-FPP01,dcim.rearport,Rear-1,AMER-DC-ONPREM-SRV-A-R01-FPP01,dcim.rearport,Rear-1,5,m,black,Horizontal cable: Leaf01 to Spine01 link 1
AMER-DC-ONPREM-CABLE-02862,dac-active,connected,AMER-DC-ONPREM-SRV-A-R03-FPP01,dcim.rearport,Rear-2,AMER-DC-ONPREM-SRV-A-R01-FPP01,dcim.rearport,Rear-2,5,m,black,Horizontal cable: Leaf01 to Spine01 link 2
AMER-DC-ONPREM-CABLE-02863,dac-active,connected,AMER-DC-ONPREM-SRV-A-R03-FPP01,dcim.rearport,Rear-3,AMER-DC-ONPREM-SRV-A-R01-FPP01,dcim.rearport,Rear-3,5,m,black,Horizontal cable: Leaf01 to Spine01 link 3
AMER-DC-ONPREM-CABLE-02864,dac-active,connected,AMER-DC-ONPREM-SRV-A-R03-FPP01,dcim.rearport,Rear-4,AMER-DC-ONPREM-SRV-A-R01-FPP01,dcim.rearport,Rear-4,5,m,black,Horizontal cable: Leaf01 to Spine01 link 4
AMER-DC-ONPREM-CABLE-02865,dac-active,connected,AMER-DC-ONPREM-SRV-A-R03-FPP01,dcim.rearport,Rear-5,AMER-DC-ONPREM-SRV-A-R02-FPP01,dcim.rearport,Rear-1,5,m,black,Horizontal cable: Leaf01 to Spine02 link 1
AMER-DC-ONPREM-CABLE-02866,dac-active,connected,AMER-DC-ONPREM-SRV-A-R03-FPP01,dcim.rearport,Rear-6,AMER-DC-ONPREM-SRV-A-R02-FPP01,dcim.rearport,Rear-2,5,m,black,Horizontal cable: Leaf01 to Spine02 link 2
AMER-DC-ONPREM-CABLE-02867,dac-active,connected,AMER-DC-ONPREM-SRV-A-R03-FPP01,dcim.rearport,Rear-7,AMER-DC-ONPREM-SRV-A-R02-FPP01,dcim.rearport,Rear-3,5,m,black,Horizontal cable: Leaf01 to Spine02 link 3
AMER-DC-ONPREM-CABLE-02868,dac-active,connected,AMER-DC-ONPREM-SRV-A-R03-FPP01,dcim.rearport,Rear-8,AMER-DC-ONPREM-SRV-A-R02-FPP01,dcim.rearport,Rear-4,5,m,black,Horizontal cable: Leaf01 to Spine02 link 4
AMER-DC-ONPREM-CABLE-02869,dac-active,connected,AMER-DC-ONPREM-SRV-A-R04-FPP01,dcim.rearport,Rear-1,AMER-DC-ONPREM-SRV-A-R01-FPP01,dcim.rearport,Rear-5,5,m,black,Horizontal cable: Leaf02 to Spine01 link 1
AMER-DC-ONPREM-CABLE-02870,dac-active,connected,AMER-DC-ONPREM-SRV-A-R04-FPP01,dcim.rearport,Rear-2,AMER-DC-ONPREM-SRV-A-R01-FPP01,dcim.rearport,Rear-6,5,m,black,Horizontal cable: Leaf02 to Spine01 link 2
AMER-DC-ONPREM-CABLE-02871,dac-active,connected,AMER-DC-ONPREM-SRV-A-R04-FPP01,dcim.rearport,Rear-3,AMER-DC-ONPREM-SRV-A-R01-FPP01,dcim.rearport,Rear-7,5,m,black,Horizontal cable: Leaf02 to Spine01 link 3
AMER-DC-ONPREM-CABLE-02872,dac-active,connected,AMER-DC-ONPREM-SRV-A-R04-FPP01,dcim.rearport,Rear-4,AMER-DC-ONPREM-SRV-A-R01-FPP01,dcim.rearport,Rear-8,5,m,black,Horizontal cable: Leaf02 to Spine01 link 4
AMER-DC-ONPREM-CABLE-02873,dac-active,connected,AMER-DC-ONPREM-SRV-A-R04-FPP01,dcim.rearport,Rear-5,AMER-DC-ONPREM-SRV-A-R02-FPP01,dcim.rearport,Rear-5,5,m,black,Horizontal cable: Leaf02 to Spine02 link 1
AMER-DC-ONPREM-CABLE-02874,dac-active,connected,AMER-DC-ONPREM-SRV-A-R04-FPP01,dcim.rearport,Rear-6,AMER-DC-ONPREM-SRV-A-R02-FPP01,dcim.rearport,Rear-6,5,m,black,Horizontal cable: Leaf02 to Spine02 link 2
AMER-DC-ONPREM-CABLE-02875,dac-active,connected,AMER-DC-ONPREM-SRV-A-R04-FPP01,dcim.rearport,Rear-7,AMER-DC-ONPREM-SRV-A-R02-FPP01,dcim.rearport,Rear-7,5,m,black,Horizontal cable: Leaf02 to Spine02 link 3
AMER-DC-ONPREM-CABLE-02876,dac-active,connected,AMER-DC-ONPREM-SRV-A-R04-FPP01,dcim.rearport,Rear-8,AMER-DC-ONPREM-SRV-A-R02-FPP01,dcim.rearport,Rear-8,5,m,black,Horizontal cable: Leaf02 to Spine02 link 4
AMER-DC-ONPREM-CABLE-02877,aoc,connected,AMER-DC-ONPREM-SRV-A-R01-FPP01,dcim.rearport,Rear-45,AMER-DC-ONPREM-NET-R03-FPP01,dcim.rearport,Rear-40,25,m,aqua,Vertical backbone: SpineA01 to Dist01 100G
AMER-DC-ONPREM-CABLE-02878,aoc,connected,AMER-DC-ONPREM-SRV-A-R01-FPP01,dcim.rearport,Rear-46,AMER-DC-ONPREM-NET-R04-FPP01,dcim.rearport,Rear-40,25,m,aqua,Vertical backbone: SpineA01 to Dist02 100G
AMER-DC-ONPREM-CABLE-02879,aoc,connected,AMER-DC-ONPREM-SRV-A-R02-FPP01,dcim.rearport,Rear-45,AMER-DC-ONPREM-NET-R03-FPP01,dcim.rearport,Rear-41,25,m,aqua,Vertical backbone: SpineA02 to Dist01 100G
AMER-DC-ONPREM-CABLE-02880,aoc,connected,AMER-DC-ONPREM-SRV-A-R02-FPP01,dcim.rearport,Rear-46,AMER-DC-ONPREM-NET-R04-FPP01,dcim.rearport,Rear-41,25,m,aqua,Vertical backbone: SpineA02 to Dist02 100G
AMER-DC-ONPREM-CABLE-02881,smf,connected,AMER-DC-ONPREM-ESX-A01,dcim.interface,NIC1-Port1,AMER-DC-ONPREM-SRV-A-R05-FPP01,dcim.frontport,Front-1,2,m,blue,Equipment cable: AMER-DC-ONPREM-ESX-A01 to front port
AMER-DC-ONPREM-CABLE-02882,smf,connected,AMER-DC-ONPREM-ESX-A01,dcim.interface,NIC1-Port2,AMER-DC-ONPREM-SRV-A-R05-FPP01,dcim.frontport,Front-2,2,m,blue,Equipment cable: AMER-DC-ONPREM-ESX-A01 to front port
AMER-DC-ONPREM-CABLE-02883,smf,connected,AMER-DC-ONPREM-ESX-A01,dcim.interface,NIC2-Port1,AMER-DC-ONPREM-SRV-A-R05-FPP01,dcim.frontport,Front-3,2,m,blue,Equipment cable: AMER-DC-ONPREM-ESX-A01 to front port
AMER-DC-ONPREM-CABLE-02884,smf,connected,AMER-DC-ONPREM-ESX-A01,dcim.interface,NIC2-Port2,AMER-DC-ONPREM-SRV-A-R05-FPP01,dcim.frontport,Front-4,2,m,blue,Equipment cable: AMER-DC-ONPREM-ESX-A01 to front port
AMER-DC-ONPREM-CABLE-02885,smf,connected,AMER-DC-ONPREM-ESX-A02,dcim.interface,NIC1-Port1,AMER-DC-ONPREM-SRV-A-R06-FPP01,dcim.frontport,Front-1,2,m,blue,Equipment cable: AMER-DC-ONPREM-ESX-A02 to front port
AMER-DC-ONPREM-CABLE-02886,smf,connected,AMER-DC-ONPREM-ESX-A02,dcim.interface,NIC1-Port2,AMER-DC-ONPREM-SRV-A-R06-FPP01,dcim.frontport,Front-2,2,m,blue,Equipment cable: AMER-DC-ONPREM-ESX-A02 to front port
AMER-DC-ONPREM-CABLE-02887,smf,connected,AMER-DC-ONPREM-ESX-A02,dcim.interface,NIC2-Port1,AMER-DC-ONPREM-SRV-A-R06-FPP01,dcim.frontport,Front-3,2,m,blue,Equipment cable: AMER-DC-ONPREM-ESX-A02 to front port
AMER-DC-ONPREM-CABLE-02888,smf,connected,AMER-DC-ONPREM-ESX-A02,dcim.interface,NIC2-Port2,AMER-DC-ONPREM-SRV-A-R06-FPP01,dcim.frontport,Front-4,2,m,blue,Equipment cable: AMER-DC-ONPREM-ESX-A02 to front port
AMER-DC-ONPREM-CABLE-02889,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet1,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-1,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02890,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet2,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-2,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02891,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet3,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-3,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02892,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet4,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-4,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02893,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet5,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-5,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02894,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet6,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-6,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02895,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet7,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-7,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02896,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet8,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-8,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02897,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet9,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-9,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02898,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet10,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-10,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02899,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet11,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-11,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02900,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet12,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-12,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02901,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet13,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-13,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02902,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet14,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-14,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02903,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet15,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-15,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02904,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet16,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-16,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02905,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet17,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-17,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02906,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet18,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-18,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02907,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet19,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-19,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02908,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet20,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-20,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02909,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet21,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-21,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02910,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet22,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-22,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02911,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet23,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-23,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02912,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet24,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-24,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02913,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet25,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-25,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02914,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet26,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-26,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02915,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet27,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-27,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02916,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet28,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-28,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02917,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet29,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-29,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02918,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet30,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-30,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02919,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet31,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-31,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02920,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet32,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-32,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02921,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet33,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-33,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02922,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet34,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-34,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02923,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet35,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-35,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02924,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet36,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-36,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02925,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet37,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-37,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02926,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet38,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-38,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02927,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet39,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-39,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02928,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet40,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-40,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02929,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet41,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-41,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02930,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet42,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-42,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02931,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet43,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-43,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02932,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet44,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-44,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02933,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet45,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-45,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02934,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet46,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-46,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02935,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet47,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-47,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02936,smf,connected,AMER-DC-ONPREM-SPINE-B01,dcim.interface,Ethernet48,AMER-DC-ONPREM-SRV-B-R01-FPP01,dcim.frontport,Front-48,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B01 to front port
AMER-DC-ONPREM-CABLE-02937,smf,connected,AMER-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet1,AMER-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-1,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B02 to front port
AMER-DC-ONPREM-CABLE-02938,smf,connected,AMER-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet2,AMER-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-2,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B02 to front port
AMER-DC-ONPREM-CABLE-02939,smf,connected,AMER-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet3,AMER-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-3,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B02 to front port
AMER-DC-ONPREM-CABLE-02940,smf,connected,AMER-DC-ONPREM-SPINE-B02,dcim.interface,Ethernet4,AMER-DC-ONPREM-SRV-B-R02-FPP01,dcim.frontport,Front-4,2,m,blue,Equipment cable: AMER-DC-ONPREM-SPINE-B02 to front port
