device,device_type,name,type,power_port,feed_leg,description
AMER-DC-CLOUD-Server-Hall-B-PANEL-A,480V/208V 3-Phase Panel,Circuit-21,nema-l6-30r,,C,Circuit 21
AMER-DC-CLOUD-Server-Hall-B-PANEL-A,480V/208V 3-Phase Panel,Circuit-22,nema-l6-30r,,A,Circuit 22
AMER-DC-CLOUD-Server-Hall-B-PANEL-A,480V/208V 3-Phase Panel,Circuit-23,nema-l6-30r,,B,Circuit 23
AMER-DC-CLOUD-Server-Hall-B-PANEL-A,480V/208V 3-Phase Panel,Circuit-24,nema-l6-30r,,C,Circuit 24
AMER-DC-CLOUD-Server-Hall-B-PANEL-A,480V/208V 3-Phase Panel,Circuit-25,nema-l6-30r,,A,Circuit 25
AMER-DC-CLOUD-Server-Hall-B-PANEL-A,480V/208V 3-Phase Panel,Circuit-26,nema-l6-30r,,B,Circuit 26
AMER-DC-CLOUD-Server-Hall-B-PANEL-A,480V/208V 3-Phase Panel,Circuit-27,nema-l6-30r,,C,Circuit 27
AMER-DC-CLOUD-Server-Hall-B-PANEL-A,480V/208V 3-Phase Panel,Circuit-28,nema-l6-30r,,A,Circuit 28
AMER-DC-CLOUD-Server-Hall-B-PANEL-A,480V/208V 3-Phase Panel,Circuit-29,nema-l6-30r,,B,Circuit 29
AMER-DC-CLOUD-Server-Hall-B-PANEL-A,480V/208V 3-Phase Panel,Circuit-30,nema-l6-30r,,C,Circuit 30
AMER-DC-CLOUD-Server-Hall-B-PANEL-A,480V/208V 3-Phase Panel,Circuit-31,nema-l6-30r,,A,Circuit 31
AMER-DC-CLOUD-Server-Hall-B-PANEL-A,480V/208V 3-Phase Panel,Circuit-32,nema-l6-30r,,B,Circuit 32
AMER-DC-CLOUD-Server-Hall-B-PANEL-A,480V/208V 3-Phase Panel,Circuit-33,nema-l6-30r,,C,Circuit 33
AMER-DC-CLOUD-Server-Hall-B-PANEL-A,480V/208V 3-Phase Panel,Circuit-34,nema-l6-30r,,A,Circuit 34
AMER-DC-CLOUD-Server-Hall-B-PANEL-A,480V/208V 3-Phase Panel,Circuit-35,nema-l6-30r,,B,Circuit 35
AMER-DC-CLOUD-Server-Hall-B-PANEL-A,480V/208V 3-Phase Panel,Circuit-36,nema-l6-30r,,C,Circuit 36
AMER-DC-CLOUD-Server-Hall-B-PANEL-A,480V/208V 3-Phase Panel,Circuit-37,nema-l6-30r,,A,Circuit 37
AMER-DC-CLOUD-Server-Hall-B-PANEL-A,480V/208V 3-Phase Panel,Circuit-38,nema-l6-30r,,B,Circuit 38
AMER-DC-CLOUD-Server-Hall-B-PANEL-A,480V/208V 3-Phase Panel,Circuit-39,nema-l6-30r,,C,Circuit 39
AMER-DC-CLOUD-Server-Hall-B-PANEL-A,480V/208V 3-Phase Panel,Circuit-40,nema-l6-30r,,A,Circuit 40
AMER-DC-CLOUD-Server-Hall-B-PANEL-A,480V/208V 3-Phase Panel,Circuit-41,nema-l6-30r,,B,Circuit 41
AMER-DC-CLOUD-Server-Hall-B-PANEL-A,480V/208V 3-Phase Panel,Circuit-42,nema-l6-30r,,C,Circuit 42
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-01,nema-l6-30r,,A,Circuit 1
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-02,nema-l6-30r,,B,Circuit 2
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-03,nema-l6-30r,,C,Circuit 3
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-04,nema-l6-30r,,A,Circuit 4
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-05,nema-l6-30r,,B,Circuit 5
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-06,nema-l6-30r,,C,Circuit 6
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-07,nema-l6-30r,,A,Circuit 7
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-08,nema-l6-30r,,B,Circuit 8
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-09,nema-l6-30r,,C,Circuit 9
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-10,nema-l6-30r,,A,Circuit 10
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-11,nema-l6-30r,,B,Circuit 11
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-12,nema-l6-30r,,C,Circuit 12
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-13,nema-l6-30r,,A,Circuit 13
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-14,nema-l6-30r,,B,Circuit 14
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-15,nema-l6-30r,,C,Circuit 15
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-16,nema-l6-30r,,A,Circuit 16
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-17,nema-l6-30r,,B,Circuit 17
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-18,nema-l6-30r,,C,Circuit 18
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-19,nema-l6-30r,,A,Circuit 19
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-20,nema-l6-30r,,B,Circuit 20
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-21,nema-l6-30r,,C,Circuit 21
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-22,nema-l6-30r,,A,Circuit 22
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-23,nema-l6-30r,,B,Circuit 23
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-24,nema-l6-30r,,C,Circuit 24
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-25,nema-l6-30r,,A,Circuit 25
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-26,nema-l6-30r,,B,Circuit 26
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-27,nema-l6-30r,,C,Circuit 27
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-28,nema-l6-30r,,A,Circuit 28
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-29,nema-l6-30r,,B,Circuit 29
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-30,nema-l6-30r,,C,Circuit 30
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-31,nema-l6-30r,,A,Circuit 31
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-32,nema-l6-30r,,B,Circuit 32
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-33,nema-l6-30r,,C,Circuit 33
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-34,nema-l6-30r,,A,Circuit 34
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-35,nema-l6-30r,,B,Circuit 35
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-36,nema-l6-30r,,C,Circuit 36
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-37,nema-l6-30r,,A,Circuit 37
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-38,nema-l6-30r,,B,Circuit 38
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-39,nema-l6-30r,,C,Circuit 39
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-40,nema-l6-30r,,A,Circuit 40
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-41,nema-l6-30r,,B,Circuit 41
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,480V/208V 3-Phase Panel,Circuit-42,nema-l6-30r,,C,Circuit 42
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-01,nema-l6-30r,,A,Circuit 1
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-02,nema-l6-30r,,B,Circuit 2
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-03,nema-l6-30r,,C,Circuit 3
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-04,nema-l6-30r,,A,Circuit 4
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-05,nema-l6-30r,,B,Circuit 5
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-06,nema-l6-30r,,C,Circuit 6
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-07,nema-l6-30r,,A,Circuit 7
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-08,nema-l6-30r,,B,Circuit 8
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-09,nema-l6-30r,,C,Circuit 9
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-10,nema-l6-30r,,A,Circuit 10
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-11,nema-l6-30r,,B,Circuit 11
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-12,nema-l6-30r,,C,Circuit 12
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-13,nema-l6-30r,,A,Circuit 13
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-14,nema-l6-30r,,B,Circuit 14
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-15,nema-l6-30r,,C,Circuit 15
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-16,nema-l6-30r,,A,Circuit 16
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-17,nema-l6-30r,,B,Circuit 17
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-18,nema-l6-30r,,C,Circuit 18
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-19,nema-l6-30r,,A,Circuit 19
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-20,nema-l6-30r,,B,Circuit 20
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-21,nema-l6-30r,,C,Circuit 21
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-22,nema-l6-30r,,A,Circuit 22
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-23,nema-l6-30r,,B,Circuit 23
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-24,nema-l6-30r,,C,Circuit 24
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-25,nema-l6-30r,,A,Circuit 25
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-26,nema-l6-30r,,B,Circuit 26
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-27,nema-l6-30r,,C,Circuit 27
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-28,nema-l6-30r,,A,Circuit 28
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-29,nema-l6-30r,,B,Circuit 29
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-30,nema-l6-30r,,C,Circuit 30
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-31,nema-l6-30r,,A,Circuit 31
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-32,nema-l6-30r,,B,Circuit 32
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-33,nema-l6-30r,,C,Circuit 33
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-34,nema-l6-30r,,A,Circuit 34
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-35,nema-l6-30r,,B,Circuit 35
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-36,nema-l6-30r,,C,Circuit 36
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-37,nema-l6-30r,,A,Circuit 37
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-38,nema-l6-30r,,B,Circuit 38
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-39,nema-l6-30r,,C,Circuit 39
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-40,nema-l6-30r,,A,Circuit 40
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-41,nema-l6-30r,,B,Circuit 41
AMER-DC-CLOUD-Storage-PANEL-A,480V/208V 3-Phase Panel,Circuit-42,nema-l6-30r,,C,Circuit 42
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-01,nema-l6-30r,,A,Circuit 1
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-02,nema-l6-30r,,B,Circuit 2
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-03,nema-l6-30r,,C,Circuit 3
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-04,nema-l6-30r,,A,Circuit 4
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-05,nema-l6-30r,,B,Circuit 5
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-06,nema-l6-30r,,C,Circuit 6
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-07,nema-l6-30r,,A,Circuit 7
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-08,nema-l6-30r,,B,Circuit 8
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-09,nema-l6-30r,,C,Circuit 9
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-10,nema-l6-30r,,A,Circuit 10
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-11,nema-l6-30r,,B,Circuit 11
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-12,nema-l6-30r,,C,Circuit 12
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-13,nema-l6-30r,,A,Circuit 13
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-14,nema-l6-30r,,B,Circuit 14
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-15,nema-l6-30r,,C,Circuit 15
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-16,nema-l6-30r,,A,Circuit 16
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-17,nema-l6-30r,,B,Circuit 17
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-18,nema-l6-30r,,C,Circuit 18
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-19,nema-l6-30r,,A,Circuit 19
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-20,nema-l6-30r,,B,Circuit 20
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-21,nema-l6-30r,,C,Circuit 21
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-22,nema-l6-30r,,A,Circuit 22
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-23,nema-l6-30r,,B,Circuit 23
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-24,nema-l6-30r,,C,Circuit 24
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-25,nema-l6-30r,,A,Circuit 25
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-26,nema-l6-30r,,B,Circuit 26
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-27,nema-l6-30r,,C,Circuit 27
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-28,nema-l6-30r,,A,Circuit 28
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-29,nema-l6-30r,,B,Circuit 29
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-30,nema-l6-30r,,C,Circuit 30
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-31,nema-l6-30r,,A,Circuit 31
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-32,nema-l6-30r,,B,Circuit 32
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-33,nema-l6-30r,,C,Circuit 33
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-34,nema-l6-30r,,A,Circuit 34
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-35,nema-l6-30r,,B,Circuit 35
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-36,nema-l6-30r,,C,Circuit 36
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-37,nema-l6-30r,,A,Circuit 37
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-38,nema-l6-30r,,B,Circuit 38
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-39,nema-l6-30r,,C,Circuit 39
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-40,nema-l6-30r,,A,Circuit 40
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-41,nema-l6-30r,,B,Circuit 41
AMER-DC-CLOUD-Storage-PANEL-B,480V/208V 3-Phase Panel,Circuit-42,nema-l6-30r,,C,Circuit 42
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-01,nema-l6-30r,,A,Circuit 1
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-02,nema-l6-30r,,B,Circuit 2
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-03,nema-l6-30r,,C,Circuit 3
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-04,nema-l6-30r,,A,Circuit 4
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-05,nema-l6-30r,,B,Circuit 5
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-06,nema-l6-30r,,C,Circuit 6
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-07,nema-l6-30r,,A,Circuit 7
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-08,nema-l6-30r,,B,Circuit 8
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-09,nema-l6-30r,,C,Circuit 9
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-10,nema-l6-30r,,A,Circuit 10
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-11,nema-l6-30r,,B,Circuit 11
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-12,nema-l6-30r,,C,Circuit 12
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-13,nema-l6-30r,,A,Circuit 13
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-14,nema-l6-30r,,B,Circuit 14
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-15,nema-l6-30r,,C,Circuit 15
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-16,nema-l6-30r,,A,Circuit 16
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-17,nema-l6-30r,,B,Circuit 17
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-18,nema-l6-30r,,C,Circuit 18
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-19,nema-l6-30r,,A,Circuit 19
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-20,nema-l6-30r,,B,Circuit 20
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-21,nema-l6-30r,,C,Circuit 21
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-22,nema-l6-30r,,A,Circuit 22
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-23,nema-l6-30r,,B,Circuit 23
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-24,nema-l6-30r,,C,Circuit 24
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-25,nema-l6-30r,,A,Circuit 25
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-26,nema-l6-30r,,B,Circuit 26
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-27,nema-l6-30r,,C,Circuit 27
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-28,nema-l6-30r,,A,Circuit 28
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-29,nema-l6-30r,,B,Circuit 29
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-30,nema-l6-30r,,C,Circuit 30
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-31,nema-l6-30r,,A,Circuit 31
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-32,nema-l6-30r,,B,Circuit 32
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-33,nema-l6-30r,,C,Circuit 33
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-34,nema-l6-30r,,A,Circuit 34
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-35,nema-l6-30r,,B,Circuit 35
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-36,nema-l6-30r,,C,Circuit 36
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-37,nema-l6-30r,,A,Circuit 37
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-38,nema-l6-30r,,B,Circuit 38
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-39,nema-l6-30r,,C,Circuit 39
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-40,nema-l6-30r,,A,Circuit 40
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-41,nema-l6-30r,,B,Circuit 41
AMER-DC-CLOUD-MMR-PANEL-A,480V/208V 3-Phase Panel,Circuit-42,nema-l6-30r,,C,Circuit 42
AMER-DC-CLOUD-MMR-PANEL-B,480V/208V 3-Phase Panel,Circuit-01,nema-l6-30r,,A,Circuit 1
AMER-DC-CLOUD-MMR-PANEL-B,480V/208V 3-Phase Panel,Circuit-02,nema-l6-30r,,B,Circuit 2
AMER-DC-CLOUD-MMR-PANEL-B,480V/208V 3-Phase Panel,Circuit-03,nema-l6-30r,,C,Circuit 3
AMER-DC-CLOUD-MMR-PANEL-B,480V/208V 3-Phase Panel,Circuit-04,nema-l6-30r,,A,Circuit 4
AMER-DC-CLOUD-MMR-PANEL-B,480V/208V 3-Phase Panel,Circuit-05,nema-l6-30r,,B,Circuit 5
AMER-DC-CLOUD-MMR-PANEL-B,480V/208V 3-Phase Panel,Circuit-06,nema-l6-30r,,C,Circuit 6
AMER-DC-CLOUD-MMR-PANEL-B,480V/208V 3-Phase Panel,Circuit-07,nema-l6-30r,,A,Circuit 7
AMER-DC-CLOUD-MMR-PANEL-B,480V/208V 3-Phase Panel,Circuit-08,nema-l6-30r,,B,Circuit 8
AMER-DC-CLOUD-MMR-PANEL-B,480V/208V 3-Phase Panel,Circuit-09,nema-l6-30r,,C,Circuit 9
AMER-DC-CLOUD-MMR-PANEL-B,480V/208V 3-Phase Panel,Circuit-10,nema-l6-30r,,A,Circuit 10
AMER-DC-CLOUD-MMR-PANEL-B,480V/208V 3-Phase Panel,Circuit-11,nema-l6-30r,,B,Circuit 11
AMER-DC-CLOUD-MMR-PANEL-B,480V/208V 3-Phase Panel,Circuit-12,nema-l6-30r,,C,Circuit 12
AMER-DC-CLOUD-MMR-PANEL-B,480V/208V 3-Phase Panel,Circuit-13,nema-l6-30r,,A,Circuit 13
AMER-DC-CLOUD-MMR-PANEL-B,480V/208V 3-Phase Panel,Circuit-14,nema-l6-30r,,B,Circuit 14
AMER-DC-CLOUD-MMR-PANEL-B,480V/208V 3-Phase Panel,Circuit-15,nema-l6-30r,,C,Circuit 15
AMER-DC-CLOUD-MMR-PANEL-B,480V/208V 3-Phase Panel,Circuit-16,nema-l6-30r,,A,Circuit 16
AMER-DC-CLOUD-MMR-PANEL-B,480V/208V 3-Phase Panel,Circuit-17,nema-l6-30r,,B,Circuit 17
AMER-DC-CLOUD-MMR-PANEL-B,480V/208V 3-Phase Panel,Circuit-18,nema-l6-30r,,C,Circuit 18
AMER-DC-CLOUD-MMR-PANEL-B,480V/208V 3-Phase Panel,Circuit-19,nema-l6-30r,,A,Circuit 19
AMER-DC-CLOUD-MMR-PANEL-B,480V/208V 3-Phase Panel,Circuit-20,nema-l6-30r,,B,Circuit 20
