power_panel,name,type,feed_leg,description
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-02,nema-l6-30r,B,Circuit 2
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-03,nema-l6-30r,C,Circuit 3
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-04,nema-l6-30r,A,Circuit 4
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-05,nema-l6-30r,B,Circuit 5
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-06,nema-l6-30r,C,Circuit 6
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-07,nema-l6-30r,A,Circuit 7
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-08,nema-l6-30r,B,Circuit 8
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-09,nema-l6-30r,C,Circuit 9
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-10,nema-l6-30r,A,Circuit 10
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-11,nema-l6-30r,B,Circuit 11
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-12,nema-l6-30r,C,Circuit 12
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-13,nema-l6-30r,A,Circuit 13
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-14,nema-l6-30r,B,Circuit 14
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-15,nema-l6-30r,C,Circuit 15
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-16,nema-l6-30r,A,Circuit 16
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-17,nema-l6-30r,B,Circuit 17
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-18,nema-l6-30r,C,Circuit 18
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-19,nema-l6-30r,A,Circuit 19
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-20,nema-l6-30r,B,Circuit 20
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-21,nema-l6-30r,C,Circuit 21
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-22,nema-l6-30r,A,Circuit 22
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-23,nema-l6-30r,B,Circuit 23
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-24,nema-l6-30r,C,Circuit 24
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-25,nema-l6-30r,A,Circuit 25
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-26,nema-l6-30r,B,Circuit 26
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-27,nema-l6-30r,C,Circuit 27
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-28,nema-l6-30r,A,Circuit 28
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-29,nema-l6-30r,B,Circuit 29
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-30,nema-l6-30r,C,Circuit 30
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-31,nema-l6-30r,A,Circuit 31
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-32,nema-l6-30r,B,Circuit 32
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-33,nema-l6-30r,C,Circuit 33
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-34,nema-l6-30r,A,Circuit 34
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-35,nema-l6-30r,B,Circuit 35
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-36,nema-l6-30r,C,Circuit 36
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-37,nema-l6-30r,A,Circuit 37
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-38,nema-l6-30r,B,Circuit 38
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-39,nema-l6-30r,C,Circuit 39
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-40,nema-l6-30r,A,Circuit 40
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-41,nema-l6-30r,B,Circuit 41
AMER-DC-CLOUD-Server-Hall-B-PANEL-B,Circuit-42,nema-l6-30r,C,Circuit 42
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-01,nema-l6-30r,A,Circuit 1
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-02,nema-l6-30r,B,Circuit 2
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-03,nema-l6-30r,C,Circuit 3
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-04,nema-l6-30r,A,Circuit 4
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-05,nema-l6-30r,B,Circuit 5
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-06,nema-l6-30r,C,Circuit 6
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-07,nema-l6-30r,A,Circuit 7
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-08,nema-l6-30r,B,Circuit 8
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-09,nema-l6-30r,C,Circuit 9
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-10,nema-l6-30r,A,Circuit 10
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-11,nema-l6-30r,B,Circuit 11
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-12,nema-l6-30r,C,Circuit 12
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-13,nema-l6-30r,A,Circuit 13
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-14,nema-l6-30r,B,Circuit 14
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-15,nema-l6-30r,C,Circuit 15
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-16,nema-l6-30r,A,Circuit 16
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-17,nema-l6-30r,B,Circuit 17
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-18,nema-l6-30r,C,Circuit 18
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-19,nema-l6-30r,A,Circuit 19
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-20,nema-l6-30r,B,Circuit 20
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-21,nema-l6-30r,C,Circuit 21
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-22,nema-l6-30r,A,Circuit 22
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-23,nema-l6-30r,B,Circuit 23
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-24,nema-l6-30r,C,Circuit 24
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-25,nema-l6-30r,A,Circuit 25
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-26,nema-l6-30r,B,Circuit 26
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-27,nema-l6-30r,C,Circuit 27
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-28,nema-l6-30r,A,Circuit 28
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-29,nema-l6-30r,B,Circuit 29
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-30,nema-l6-30r,C,Circuit 30
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-31,nema-l6-30r,A,Circuit 31
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-32,nema-l6-30r,B,Circuit 32
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-33,nema-l6-30r,C,Circuit 33
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-34,nema-l6-30r,A,Circuit 34
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-35,nema-l6-30r,B,Circuit 35
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-36,nema-l6-30r,C,Circuit 36
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-37,nema-l6-30r,A,Circuit 37
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-38,nema-l6-30r,B,Circuit 38
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-39,nema-l6-30r,C,Circuit 39
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-40,nema-l6-30r,A,Circuit 40
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-41,nema-l6-30r,B,Circuit 41
AMER-DC-CLOUD-Storage-Room-PANEL-A,Circuit-42,nema-l6-30r,C,Circuit 42
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-01,nema-l6-30r,A,Circuit 1
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-02,nema-l6-30r,B,Circuit 2
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-03,nema-l6-30r,C,Circuit 3
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-04,nema-l6-30r,A,Circuit 4
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-05,nema-l6-30r,B,Circuit 5
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-06,nema-l6-30r,C,Circuit 6
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-07,nema-l6-30r,A,Circuit 7
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-08,nema-l6-30r,B,Circuit 8
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-09,nema-l6-30r,C,Circuit 9
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-10,nema-l6-30r,A,Circuit 10
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-11,nema-l6-30r,B,Circuit 11
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-12,nema-l6-30r,C,Circuit 12
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-13,nema-l6-30r,A,Circuit 13
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-14,nema-l6-30r,B,Circuit 14
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-15,nema-l6-30r,C,Circuit 15
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-16,nema-l6-30r,A,Circuit 16
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-17,nema-l6-30r,B,Circuit 17
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-18,nema-l6-30r,C,Circuit 18
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-19,nema-l6-30r,A,Circuit 19
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-20,nema-l6-30r,B,Circuit 20
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-21,nema-l6-30r,C,Circuit 21
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-22,nema-l6-30r,A,Circuit 22
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-23,nema-l6-30r,B,Circuit 23
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-24,nema-l6-30r,C,Circuit 24
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-25,nema-l6-30r,A,Circuit 25
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-26,nema-l6-30r,B,Circuit 26
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-27,nema-l6-30r,C,Circuit 27
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-28,nema-l6-30r,A,Circuit 28
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-29,nema-l6-30r,B,Circuit 29
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-30,nema-l6-30r,C,Circuit 30
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-31,nema-l6-30r,A,Circuit 31
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-32,nema-l6-30r,B,Circuit 32
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-33,nema-l6-30r,C,Circuit 33
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-34,nema-l6-30r,A,Circuit 34
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-35,nema-l6-30r,B,Circuit 35
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-36,nema-l6-30r,C,Circuit 36
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-37,nema-l6-30r,A,Circuit 37
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-38,nema-l6-30r,B,Circuit 38
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-39,nema-l6-30r,C,Circuit 39
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-40,nema-l6-30r,A,Circuit 40
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-41,nema-l6-30r,B,Circuit 41
AMER-DC-CLOUD-Storage-Room-PANEL-B,Circuit-42,nema-l6-30r,C,Circuit 42
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-01,nema-l6-30r,A,Circuit 1
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-02,nema-l6-30r,B,Circuit 2
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-03,nema-l6-30r,C,Circuit 3
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-04,nema-l6-30r,A,Circuit 4
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-05,nema-l6-30r,B,Circuit 5
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-06,nema-l6-30r,C,Circuit 6
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-07,nema-l6-30r,A,Circuit 7
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-08,nema-l6-30r,B,Circuit 8
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-09,nema-l6-30r,C,Circuit 9
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-10,nema-l6-30r,A,Circuit 10
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-11,nema-l6-30r,B,Circuit 11
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-12,nema-l6-30r,C,Circuit 12
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-13,nema-l6-30r,A,Circuit 13
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-14,nema-l6-30r,B,Circuit 14
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-15,nema-l6-30r,C,Circuit 15
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-16,nema-l6-30r,A,Circuit 16
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-17,nema-l6-30r,B,Circuit 17
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-18,nema-l6-30r,C,Circuit 18
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-19,nema-l6-30r,A,Circuit 19
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-20,nema-l6-30r,B,Circuit 20
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-21,nema-l6-30r,C,Circuit 21
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-22,nema-l6-30r,A,Circuit 22
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-23,nema-l6-30r,B,Circuit 23
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-24,nema-l6-30r,C,Circuit 24
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-25,nema-l6-30r,A,Circuit 25
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-26,nema-l6-30r,B,Circuit 26
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-27,nema-l6-30r,C,Circuit 27
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-28,nema-l6-30r,A,Circuit 28
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-29,nema-l6-30r,B,Circuit 29
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-30,nema-l6-30r,C,Circuit 30
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-31,nema-l6-30r,A,Circuit 31
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-32,nema-l6-30r,B,Circuit 32
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-33,nema-l6-30r,C,Circuit 33
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-34,nema-l6-30r,A,Circuit 34
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-35,nema-l6-30r,B,Circuit 35
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-36,nema-l6-30r,C,Circuit 36
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-37,nema-l6-30r,A,Circuit 37
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-38,nema-l6-30r,B,Circuit 38
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-39,nema-l6-30r,C,Circuit 39
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-40,nema-l6-30r,A,Circuit 40
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-41,nema-l6-30r,B,Circuit 41
AMER-DC-CLOUD-Meet-Me-Room-PANEL-A,Circuit-42,nema-l6-30r,C,Circuit 42
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-01,nema-l6-30r,A,Circuit 1
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-02,nema-l6-30r,B,Circuit 2
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-03,nema-l6-30r,C,Circuit 3
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-04,nema-l6-30r,A,Circuit 4
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-05,nema-l6-30r,B,Circuit 5
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-06,nema-l6-30r,C,Circuit 6
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-07,nema-l6-30r,A,Circuit 7
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-08,nema-l6-30r,B,Circuit 8
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-09,nema-l6-30r,C,Circuit 9
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-10,nema-l6-30r,A,Circuit 10
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-11,nema-l6-30r,B,Circuit 11
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-12,nema-l6-30r,C,Circuit 12
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-13,nema-l6-30r,A,Circuit 13
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-14,nema-l6-30r,B,Circuit 14
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-15,nema-l6-30r,C,Circuit 15
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-16,nema-l6-30r,A,Circuit 16
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-17,nema-l6-30r,B,Circuit 17
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-18,nema-l6-30r,C,Circuit 18
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-19,nema-l6-30r,A,Circuit 19
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-20,nema-l6-30r,B,Circuit 20
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-21,nema-l6-30r,C,Circuit 21
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-22,nema-l6-30r,A,Circuit 22
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-23,nema-l6-30r,B,Circuit 23
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-24,nema-l6-30r,C,Circuit 24
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-25,nema-l6-30r,A,Circuit 25
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-26,nema-l6-30r,B,Circuit 26
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-27,nema-l6-30r,C,Circuit 27
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-28,nema-l6-30r,A,Circuit 28
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-29,nema-l6-30r,B,Circuit 29
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-30,nema-l6-30r,C,Circuit 30
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-31,nema-l6-30r,A,Circuit 31
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-32,nema-l6-30r,B,Circuit 32
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-33,nema-l6-30r,C,Circuit 33
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-34,nema-l6-30r,A,Circuit 34
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-35,nema-l6-30r,B,Circuit 35
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-36,nema-l6-30r,C,Circuit 36
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-37,nema-l6-30r,A,Circuit 37
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-38,nema-l6-30r,B,Circuit 38
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-39,nema-l6-30r,C,Circuit 39
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-40,nema-l6-30r,A,Circuit 40
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-41,nema-l6-30r,B,Circuit 41
AMER-DC-CLOUD-Meet-Me-Room-PANEL-B,Circuit-42,nema-l6-30r,C,Circuit 42
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-01,nema-l6-30r,A,Circuit 1
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-02,nema-l6-30r,B,Circuit 2
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-03,nema-l6-30r,C,Circuit 3
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-04,nema-l6-30r,A,Circuit 4
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-05,nema-l6-30r,B,Circuit 5
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-06,nema-l6-30r,C,Circuit 6
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-07,nema-l6-30r,A,Circuit 7
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-08,nema-l6-30r,B,Circuit 8
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-09,nema-l6-30r,C,Circuit 9
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-10,nema-l6-30r,A,Circuit 10
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-11,nema-l6-30r,B,Circuit 11
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-12,nema-l6-30r,C,Circuit 12
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-13,nema-l6-30r,A,Circuit 13
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-14,nema-l6-30r,B,Circuit 14
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-15,nema-l6-30r,C,Circuit 15
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-16,nema-l6-30r,A,Circuit 16
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-17,nema-l6-30r,B,Circuit 17
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-18,nema-l6-30r,C,Circuit 18
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-19,nema-l6-30r,A,Circuit 19
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-20,nema-l6-30r,B,Circuit 20
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-21,nema-l6-30r,C,Circuit 21
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-22,nema-l6-30r,A,Circuit 22
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-23,nema-l6-30r,B,Circuit 23
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-24,nema-l6-30r,C,Circuit 24
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-25,nema-l6-30r,A,Circuit 25
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-26,nema-l6-30r,B,Circuit 26
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-27,nema-l6-30r,C,Circuit 27
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-28,nema-l6-30r,A,Circuit 28
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-29,nema-l6-30r,B,Circuit 29
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-30,nema-l6-30r,C,Circuit 30
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-31,nema-l6-30r,A,Circuit 31
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-32,nema-l6-30r,B,Circuit 32
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-33,nema-l6-30r,C,Circuit 33
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-34,nema-l6-30r,A,Circuit 34
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-35,nema-l6-30r,B,Circuit 35
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-36,nema-l6-30r,C,Circuit 36
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-37,nema-l6-30r,A,Circuit 37
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-38,nema-l6-30r,B,Circuit 38
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-39,nema-l6-30r,C,Circuit 39
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-40,nema-l6-30r,A,Circuit 40
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-41,nema-l6-30r,B,Circuit 41
AMER-DC-ONPREM-Network-Core-PANEL-A,Circuit-42,nema-l6-30r,C,Circuit 42
AMER-DC-ONPREM-Network-Core-PANEL-B,Circuit-01,nema-l6-30r,A,Circuit 1
AMER-DC-ONPREM-Network-Core-PANEL-B,Circuit-02,nema-l6-30r,B,Circuit 2
AMER-DC-ONPREM-Network-Core-PANEL-B,Circuit-03,nema-l6-30r,C,Circuit 3
AMER-DC-ONPREM-Network-Core-PANEL-B,Circuit-04,nema-l6-30r,A,Circuit 4
AMER-DC-ONPREM-Network-Core-PANEL-B,Circuit-05,nema-l6-30r,B,Circuit 5
AMER-DC-ONPREM-Network-Core-PANEL-B,Circuit-06,nema-l6-30r,C,Circuit 6
AMER-DC-ONPREM-Network-Core-PANEL-B,Circuit-07,nema-l6-30r,A,Circuit 7
AMER-DC-ONPREM-Network-Core-PANEL-B,Circuit-08,nema-l6-30r,B,Circuit 8
AMER-DC-ONPREM-Network-Core-PANEL-B,Circuit-09,nema-l6-30r,C,Circuit 9
AMER-DC-ONPREM-Network-Core-PANEL-B,Circuit-10,nema-l6-30r,A,Circuit 10
AMER-DC-ONPREM-Network-Core-PANEL-B,Circuit-11,nema-l6-30r,B,Circuit 11
AMER-DC-ONPREM-Network-Core-PANEL-B,Circuit-12,nema-l6-30r,C,Circuit 12
